grade,subject_code,subject_label,skill_code,chapter_code,content_type,decision,recommended_action,status,content_id,version_id,code,difficulty,structural_pass,approval_candidate,hard_gates_summary,reasons_summary
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106260,106262,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT-PRACTICE-20260726104912-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-COMPREHENSION,CH-FRENCH-4E-COMPREHENSION,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,106348,106350,DRAFT-0012C-AI-FRENCH-4E-COMPREHENSION-DIAGNOSTIC-20260726104945-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-COMPREHENSION,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106336,106338,DRAFT-0012C-AI-FRENCH-4E-COMPREHENSION-PRACTICE-20260726104942-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-COMPREHENSION,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106340,106342,DRAFT-0012C-AI-FRENCH-4E-COMPREHENSION-PRACTICE-20260726104943-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-COMPREHENSION,CH-FRENCH-4E-COMPREHENSION,remediation,REVIEW,Revue humaine pédagogique requise,draft,106352,106354,DRAFT-0012C-AI-FRENCH-4E-COMPREHENSION-REMEDIATION-20260726104946-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-CONJUGATION,CH-FRENCH-4E-CONJUGATION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106432,106434,DRAFT-0012C-AI-FRENCH-4E-CONJUGATION-ASSESSMENT-20260726105030-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-CONJUGATION,CH-FRENCH-4E-CONJUGATION,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,106436,106438,DRAFT-0012C-AI-FRENCH-4E-CONJUGATION-DIAGNOSTIC-20260726105032-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-CONJUGATION,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106440,106442,DRAFT-0012C-AI-FRENCH-4E-CONJUGATION-PRACTICE-20260726105032-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-CONJUGATION,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106452,106454,DRAFT-0012C-AI-FRENCH-4E-CONJUGATION-PRACTICE-20260726105037-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-CONJUGATION,CH-FRENCH-4E-CONJUGATION,remediation,REVIEW,Revue humaine pédagogique requise,draft,106456,106458,DRAFT-0012C-AI-FRENCH-4E-CONJUGATION-REMEDIATION-20260726105038-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-GRAMMAR,CH-FRENCH-4E-GRAMMAR,assessment,REVIEW,Revue humaine pédagogique requise,draft,106512,106514,DRAFT-0012C-AI-FRENCH-4E-GRAMMAR-ASSESSMENT-20260726105107-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-GRAMMAR,CH-FRENCH-4E-GRAMMAR,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,106524,106526,DRAFT-0012C-AI-FRENCH-4E-GRAMMAR-DIAGNOSTIC-20260726105110-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-GRAMMAR,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106520,106522,DRAFT-0012C-AI-FRENCH-4E-GRAMMAR-PRACTICE-20260726105109-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-GRAMMAR,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106536,106538,DRAFT-0012C-AI-FRENCH-4E-GRAMMAR-PRACTICE-20260726105122-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-GRAMMAR,CH-FRENCH-4E-GRAMMAR,remediation,REVIEW,Revue humaine pédagogique requise,draft,106528,106530,DRAFT-0012C-AI-FRENCH-4E-GRAMMAR-REMEDIATION-20260726105112-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-NARRATIVE,CH-FRENCH-4E-NARRATIVE,assessment,REVIEW,Revue humaine pédagogique requise,draft,106628,106630,DRAFT-0012C-AI-FRENCH-4E-NARRATIVE-ASSESSMENT-20260726105207-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-NARRATIVE,CH-FRENCH-4E-NARRATIVE,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,106620,106622,DRAFT-0012C-AI-FRENCH-4E-NARRATIVE-DIAGNOSTIC-20260726105206-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-NARRATIVE,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106624,106626,DRAFT-0012C-AI-FRENCH-4E-NARRATIVE-PRACTICE-20260726105206-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-NARRATIVE,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106640,106642,DRAFT-0012C-AI-FRENCH-4E-NARRATIVE-PRACTICE-20260726105218-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-NARRATIVE,CH-FRENCH-4E-NARRATIVE,remediation,REVIEW,Revue humaine pédagogique requise,draft,106636,106638,DRAFT-0012C-AI-FRENCH-4E-NARRATIVE-REMEDIATION-20260726105216-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-SPELLING,CH-FRENCH-4E-SPELLING,assessment,REVIEW,Revue humaine pédagogique requise,draft,106704,106706,DRAFT-0012C-AI-FRENCH-4E-SPELLING-ASSESSMENT-20260726105452-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-SPELLING,CH-FRENCH-4E-SPELLING,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,106716,106718,DRAFT-0012C-AI-FRENCH-4E-SPELLING-DIAGNOSTIC-20260726105456-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-SPELLING,CH-FRENCH-4E-SPELLING,practice,REVIEW,Revue humaine pédagogique requise,draft,106744,106746,DRAFT-0012C-AI-FRENCH-4E-SPELLING-PRACTICE-20260726105507-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-SPELLING,CH-FRENCH-4E-SPELLING,remediation,REVIEW,Revue humaine pédagogique requise,draft,106724,106726,DRAFT-0012C-AI-FRENCH-4E-SPELLING-REMEDIATION-20260726105458-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-VOCAB,CH-FRENCH-4E-VOCAB,assessment,REVIEW,Revue humaine pédagogique requise,draft,106808,106810,DRAFT-0012C-AI-FRENCH-4E-VOCAB-ASSESSMENT-20260726105536-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-VOCAB,CH-FRENCH-4E-VOCAB,diagnostic,REVIEW,Revue humaine pédagogique requise,draft,106820,106822,DRAFT-0012C-AI-FRENCH-4E-VOCAB-DIAGNOSTIC-20260726105538-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-VOCAB,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106812,106814,DRAFT-0012C-AI-FRENCH-4E-VOCAB-PRACTICE-20260726105537-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-VOCAB,CH-FRENCH-4E-VOCAB,practice,REVIEW,Revue humaine pédagogique requise,draft,106848,106850,DRAFT-0012C-AI-FRENCH-4E-VOCAB-PRACTICE-20260726105548-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-FRENCH-4E-VOCAB,CH-FRENCH-4E-VOCAB,remediation,REVIEW,Revue humaine pédagogique requise,draft,106824,106826,DRAFT-0012C-AI-FRENCH-4E-VOCAB-REMEDIATION-20260726105539-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,CH-FRENCH-4E-GRAMMAR,diagnostic,PASS,Publier en production (si pas déjà fait),draft,106468,106470,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-CLAUSES-DIAGNOSTIC-20260726105046-1,2,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,CH-FRENCH-4E-GRAMMAR,practice,PASS,Publier en production (si pas déjà fait),draft,106472,106474,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-CLAUSES-PRACTICE-20260726105050-1,3,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,CH-FRENCH-4E-GRAMMAR,practice,PASS,Publier en production (si pas déjà fait),draft,109240,109242,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-CLAUSES-PRACTICE-20260726111929-1,2,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,CH-FRENCH-4E-GRAMMAR,remediation,PASS,Publier en production (si pas déjà fait),draft,106476,106478,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-CLAUSES-REMEDIATION-20260726105052-1,1,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,diagnostic,PASS,Publier en production (si pas déjà fait),draft,106480,106482,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-DIAGNOSTIC-20260726105052-1,2,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,CH-FRENCH-4E-SPELLING,assessment,PASS,Publier en production (si pas déjà fait),draft,106720,106722,DRAFT-0012C-AI-ENR-FRENCH-4E-SPELLING-PARTICIPLE-ASSESSMENT-20260726105457-1,2,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-VOCAB-FIGURE,CH-FRENCH-4E-VOCAB,practice,PASS,Publier en production (si pas déjà fait),draft,106748,106750,DRAFT-0012C-AI-ENR-FRENCH-4E-VOCAB-FIGURE-PRACTICE-20260726105508-1,1,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-FRENCH-4E-SPELLING,CH-FRENCH-4E-SPELLING,practice,PASS,Publier en production (si pas déjà fait),draft,106756,106758,DRAFT-0012C-AI-FRENCH-4E-SPELLING-PRACTICE-20260726105512-1,1,True,True,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,CH-FRENCH-4E-COMPREHENSION,assessment,REJECT,Rejeter / regénérer,draft,106272,106274,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT-ASSESSMENT-20260726104915-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=True | executability=True | duplicate_safety=True,Prompt asks which information is explicit but provides no choices and has several valid answers.
