question_id,subject,year,skill,issue_type,priority,mapping_confidence,compatibility_confidence,reliability_score,warnings
2806,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2808,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2809,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2810,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2811,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2812,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2815,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2816,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2817,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2818,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2819,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2820,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2821,HISTORY_GEOGRAPHY_EMC,2022,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2826,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2841,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2842,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2843,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2844,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2845,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2846,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2848,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2849,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2850,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2851,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2852,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2853,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2861,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2862,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2863,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2864,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2865,HISTORY_GEOGRAPHY_EMC,2023,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2866,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2867,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2868,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2869,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2870,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2871,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2873,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2874,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2875,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2876,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2877,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2878,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2879,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2888,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2894,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2895,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2896,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2897,HISTORY_GEOGRAPHY_EMC,2024,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2899,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2900,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2901,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2902,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2903,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2904,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2905,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2906,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2907,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2908,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2915,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2916,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2917,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2918,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2919,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2920,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2921,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2922,HISTORY_GEOGRAPHY_EMC,2025,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2936,HISTORY_GEOGRAPHY_EMC,2018,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2937,HISTORY_GEOGRAPHY_EMC,2018,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2938,HISTORY_GEOGRAPHY_EMC,2018,,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,88.5,0.25,0.75,0.588,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
3027,SCIENCES,2022,ENERGIE_SKILL,ASSET_MISSING|POSSIBLE_MERGED_QUESTIONS|SHARED_CONTEXT_OR_ASSET_REFERENCED,87.9,0.55,0.75,0.603,ASSET_MISSING|POSSIBLE_MERGED_QUESTIONS|SHARED_CONTEXT_OR_ASSET_REFERENCED
1989,SCIENCES,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|POSSIBLE_MERGED_QUESTIONS|SHARED_CONTEXT_OR_ASSET_REFERENCED,87.18,0.67,0.75,0.621,ASSET_MISSING|POSSIBLE_MERGED_QUESTIONS|SHARED_CONTEXT_OR_ASSET_REFERENCED
1990,HISTORY_GEOGRAPHY_EMC,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1991,HISTORY_GEOGRAPHY_EMC,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1992,HISTORY_GEOGRAPHY_EMC,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1993,HISTORY_GEOGRAPHY_EMC,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
1994,HISTORY_GEOGRAPHY_EMC,2022,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2004,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2006,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2009,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2010,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2011,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2012,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2013,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2026,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2027,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2028,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2029,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2030,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2035,HISTORY_GEOGRAPHY_EMC,2023,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2067,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2074,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2075,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2076,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2077,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2078,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2120,HISTORY_GEOGRAPHY_EMC,2023,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2177,HISTORY_GEOGRAPHY_EMC,2023,GUERRE_FROIDE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2327,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2328,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2329,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2330,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2331,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2332,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2333,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2360,SCIENCES,2024,FONCTIONS_GRAMMATICALES_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2402,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2403,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2404,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2405,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2406,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
2414,HISTORY_GEOGRAPHY_EMC,2024,VOCABULAIRE_SKILL,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED,86.7,0.55,0.75,0.633,ASSET_MISSING|SHARED_CONTEXT_OR_ASSET_REFERENCED
