subject,chapter,skill,subskill,trainability,direct_count,embedded_count,coverage_status
PHYSICS_CHEMISTRY,Son et signaux sonores,Propagation du son,Milieu matériel,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Son et signaux sonores,Propagation du son,Vitesse du son,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Électricité et circuits,Circuits électriques,Dérivation,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Électricité et circuits,Circuits électriques,Sécurité,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Électricité et circuits,Circuits électriques,Série,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Électricité et circuits,Grandeurs électriques,Intensité,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Électricité et circuits,Grandeurs électriques,Puissance / énergie électrique,AUTONOMOUS,8,8,COMPLETE
PHYSICS_CHEMISTRY,Électricité et circuits,Grandeurs électriques,Tension,AUTONOMOUS,8,8,COMPLETE
SVT,ADN et génétique,ADN support de l'information,Chromosomes,AUTONOMOUS,8,8,COMPLETE
SVT,ADN et génétique,ADN support de l'information,Gènes,AUTONOMOUS,8,8,COMPLETE
SVT,ADN et génétique,ADN support de l'information,Structure de l'ADN,AUTONOMOUS,8,8,COMPLETE
SVT,ADN et génétique,Hérédité,Diversité génétique,AUTONOMOUS,8,8,COMPLETE
SVT,ADN et génétique,Hérédité,Mutations,AUTONOMOUS,8,8,COMPLETE
SVT,ADN et génétique,Hérédité,Transmission,AUTONOMOUS,8,8,COMPLETE
SVT,Climat et changements globaux,Effet de serre et climat,Gaz à effet de serre,AUTONOMOUS,8,8,COMPLETE
SVT,Climat et changements globaux,Effet de serre et climat,Évolution du climat,AUTONOMOUS,8,8,COMPLETE
SVT,Climat et changements globaux,Enjeux environnementaux,Atténuation / adaptation,AUTONOMOUS,8,8,COMPLETE
SVT,Climat et changements globaux,Enjeux environnementaux,Conséquences,AUTONOMOUS,8,8,COMPLETE
SVT,Dynamique de la Terre,Risques géologiques,Enjeux de société,AUTONOMOUS,8,8,COMPLETE
SVT,Dynamique de la Terre,Risques géologiques,Prévention,AUTONOMOUS,8,8,COMPLETE
SVT,Dynamique de la Terre,Structure de la Terre,Enveloppes,AUTONOMOUS,8,8,COMPLETE
SVT,Dynamique de la Terre,Structure de la Terre,Séismes / volcans,AUTONOMOUS,8,8,COMPLETE
SVT,Dynamique de la Terre,Structure de la Terre,Tectonique des plaques,AUTONOMOUS,8,8,COMPLETE
SVT,Immunité et santé,Défenses de l'organisme,Anticorps,AUTONOMOUS,8,8,COMPLETE
SVT,Immunité et santé,Défenses de l'organisme,Immunité adaptative,AUTONOMOUS,8,8,COMPLETE
SVT,Immunité et santé,Défenses de l'organisme,Immunité innée,AUTONOMOUS,8,8,COMPLETE
SVT,Immunité et santé,Prévention et traitements,Antibiotiques,AUTONOMOUS,8,8,COMPLETE
SVT,Immunité et santé,Prévention et traitements,Gestes de prévention,AUTONOMOUS,8,8,COMPLETE
SVT,Immunité et santé,Prévention et traitements,Vaccination,AUTONOMOUS,8,8,COMPLETE
SVT,Nutrition et digestion,Aliments et besoins,Besoins énergétiques,AUTONOMOUS,8,8,COMPLETE
SVT,Nutrition et digestion,Aliments et besoins,Groupes d'aliments,AUTONOMOUS,8,8,COMPLETE
SVT,Nutrition et digestion,Aliments et besoins,Équilibre alimentaire,AUTONOMOUS,8,8,COMPLETE
SVT,Nutrition et digestion,Digestion,Absorption,AUTONOMOUS,8,8,COMPLETE
SVT,Nutrition et digestion,Digestion,Tube digestif,AUTONOMOUS,8,8,COMPLETE
SVT,Organisation cellulaire,Cellule et organisme,Organites,AUTONOMOUS,8,8,COMPLETE
SVT,Organisation cellulaire,Cellule et organisme,Unicellulaire / pluricellulaire,AUTONOMOUS,8,8,COMPLETE
SVT,Organisation cellulaire,Micro-organismes,Diversité microbienne,AUTONOMOUS,8,8,COMPLETE
SVT,Organisation cellulaire,Micro-organismes,Utilisations / risques,AUTONOMOUS,8,8,COMPLETE
SVT,Reproduction,Développement,Développement embryonnaire,AUTONOMOUS,8,8,COMPLETE
SVT,Reproduction,Développement,Puberté,AUTONOMOUS,8,8,COMPLETE
SVT,Reproduction,Reproduction sexuée,Fécondation,AUTONOMOUS,8,8,COMPLETE
SVT,Reproduction,Reproduction sexuée,Gamètes,AUTONOMOUS,8,8,COMPLETE
SVT,Respiration et circulation,Circulation,Cœur,AUTONOMOUS,8,8,COMPLETE
SVT,Respiration et circulation,Circulation,Effort et santé,AUTONOMOUS,8,8,COMPLETE
SVT,Respiration et circulation,Circulation,Sang / vaisseaux,AUTONOMOUS,8,8,COMPLETE
SVT,Respiration et circulation,Respiration,Respiration cellulaire,AUTONOMOUS,8,8,COMPLETE
SVT,Respiration et circulation,Respiration,Échanges pulmonaires,AUTONOMOUS,8,8,COMPLETE
SVT,Écosystèmes et environnement,Action humaine,Gestion durable,AUTONOMOUS,8,8,COMPLETE
SVT,Écosystèmes et environnement,Action humaine,Impacts,AUTONOMOUS,8,8,COMPLETE
SVT,Écosystèmes et environnement,Relations au sein d'un écosystème,Biodiversité,AUTONOMOUS,8,8,COMPLETE
SVT,Écosystèmes et environnement,Relations au sein d'un écosystème,Biotique / abiotique,AUTONOMOUS,8,8,COMPLETE
SVT,Écosystèmes et environnement,Relations au sein d'un écosystème,Chaînes alimentaires,AUTONOMOUS,8,8,COMPLETE
SVT,Évolution des espèces,Arguments de l'évolution,Fossiles,AUTONOMOUS,8,8,COMPLETE
SVT,Évolution des espèces,Arguments de l'évolution,Parenté,AUTONOMOUS,8,8,COMPLETE
SVT,Évolution des espèces,Mécanismes évolutifs,Spéciation,AUTONOMOUS,8,8,COMPLETE
SVT,Évolution des espèces,Mécanismes évolutifs,Sélection naturelle,AUTONOMOUS,8,8,COMPLETE
SVT,Évolution des espèces,Mécanismes évolutifs,Variation,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'information,Acquérir et traiter,Capteurs,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'information,Acquérir et traiter,Communiquer,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'information,Acquérir et traiter,Traitement,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'information,Commander,Actionneurs,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'information,Commander,Asservissement simple,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'énergie,Bilans énergétiques,Pertes,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'énergie,Bilans énergétiques,Rendement,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'énergie,Flux d'énergie,Convertir,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'énergie,Flux d'énergie,Stocker,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Chaîne d'énergie,Flux d'énergie,Transporter,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Conception et modélisation,Démarche de conception,Cahier des charges,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Conception et modélisation,Démarche de conception,Idéation / choix,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Conception et modélisation,Démarche de conception,Prototype,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Conception et modélisation,Modélisation,Représentation / CAO,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Conception et modélisation,Modélisation,Simulation,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Impacts et développement durable,Choix responsables,Analyse de cycle de vie,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Impacts et développement durable,Choix responsables,Réparabilité / réemploi,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Impacts et développement durable,Impacts des objets techniques,Environnement,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Impacts et développement durable,Impacts des objets techniques,Société,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Impacts et développement durable,Impacts des objets techniques,Économie,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,"Informatique, algorithmique et programmation",Algorithmique,Boucles,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,"Informatique, algorithmique et programmation",Algorithmique,Conditions,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,"Informatique, algorithmique et programmation",Algorithmique,Séquences,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,"Informatique, algorithmique et programmation",Programmer,Blocs / scripts,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,"Informatique, algorithmique et programmation",Programmer,Tester / déboguer,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,"Informatique, algorithmique et programmation",Programmer,Variables,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Objets et systèmes techniques,Analyser un objet technique,Besoin / fonction d'usage,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Objets et systèmes techniques,Analyser un objet technique,Cycle de vie,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Objets et systèmes techniques,Analyser un objet technique,Structure / matériaux,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Objets et systèmes techniques,Évolution des objets,Comparaison de solutions,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Objets et systèmes techniques,Évolution des objets,Innovation,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Réseaux et données,Architecture des réseaux,Internet,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Réseaux et données,Architecture des réseaux,Protocoles simples,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Réseaux et données,Architecture des réseaux,Réseau local,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Réseaux et données,Données et sécurité,Cybersécurité de base,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Réseaux et données,Données et sécurité,Stockage,AUTONOMOUS,8,8,COMPLETE
TECHNOLOGY,Réseaux et données,Données et sécurité,Vie privée,AUTONOMOUS,8,8,COMPLETE
