question_id,subject,skill,previous_status,final_status,reason,confidence,validator_version
2352,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2353,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2354,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2355,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2356,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2357,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2358,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2359,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2360,SCIENCES,FONCTIONS_GRAMMATICALES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2361,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2362,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2363,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2364,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2365,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2366,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2367,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2368,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2369,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2370,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2371,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2372,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2373,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2374,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2375,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2376,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2377,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2378,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2379,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2380,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2381,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2382,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2383,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2384,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2385,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2386,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2387,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2388,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2389,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2390,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2391,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2392,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2393,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2394,FRENCH,VOCABULAIRE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2395,FRENCH,CLASSES_GRAMMATICALES_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2396,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2397,FRENCH,CLASSES_GRAMMATICALES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2398,FRENCH,CLASSES_GRAMMATICALES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2399,FRENCH,CLASSES_GRAMMATICALES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2400,FRENCH,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2401,FRENCH,CLASSES_GRAMMATICALES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2402,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2403,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2404,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2405,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2406,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2407,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2408,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2409,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2410,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2411,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2412,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2413,HISTORY_GEOGRAPHY_EMC,CONSTRUCTION_EUROPEENNE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2414,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2415,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2416,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2417,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2418,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2419,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2420,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2421,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2422,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2423,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2424,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2425,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2426,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2427,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2428,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2429,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2430,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2431,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2432,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2433,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2434,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2435,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2436,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2437,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2438,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2439,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2440,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2441,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2442,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2443,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2444,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2445,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2446,FRENCH,ACCORDS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2447,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2448,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2449,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2450,FRENCH,EXPRESSION_ECRITE_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2451,FRENCH,ACCORDS_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2452,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2453,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2454,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2455,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2456,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2457,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2458,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2459,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2460,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2461,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2462,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2463,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2464,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2465,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2466,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2467,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2468,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2469,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2470,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2471,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2472,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2473,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2474,FRENCH,COMPREHENSION_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2475,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2476,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2477,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2478,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2479,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2480,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2481,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2482,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2483,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2484,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2485,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2486,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2487,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2488,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2489,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2490,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2491,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2492,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2493,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2494,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2495,FRENCH,COMPREHENSION_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2496,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2497,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2498,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2499,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2500,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,FALSE,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2501,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2502,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2503,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2504,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2505,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2506,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2507,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2508,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2509,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2510,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2511,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2512,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2513,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2514,MATHEMATICS,CALCUL_LITTERAL_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2515,MATHEMATICS,ALGORITHMIQUE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2516,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2517,SCIENCES,MOUVEMENT_ET_VITESSE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2518,SCIENCES,SON_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2519,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2520,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2521,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2522,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2523,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2524,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2525,HISTORY_GEOGRAPHY_EMC,REVOLUTION_FRANCAISE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2526,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2527,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2528,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2529,HISTORY_GEOGRAPHY_EMC,VOCABULAIRE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2530,FRENCH,EXPRESSION_ECRITE_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2531,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2532,MATHEMATICS,CALCUL_LITTERAL_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2533,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2534,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2535,MATHEMATICS,NOMBRES_RELATIFS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2536,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2537,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2538,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2539,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2540,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2541,MATHEMATICS,AIRES_ET_VOLUMES_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.92,lcai-0037-auto-cert-v1
2542,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
2543,MATHEMATICS,FONCTIONS_SKILL,REVIEW,TRUE,IN_PROGRAM_2027,0.88,lcai-0037-auto-cert-v1
